airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-06-15,Delhi,Cochin,11:55:00,22:30,635,1.0,No Info,6442
Jet Airways,2019-03-09,Delhi,Cochin,13:55:00,04:25,870,2.0,No Info,17229
Spicejet,2019-04-12,Kolkata,Banglore,06:55:00,09:30,155,0.0,No check-in baggage included,3841
Air India,2019-03-06,Banglore,New Delhi,11:50:00,08:55,1265,1.0,No Info,14594
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,16:20,1575,1.0,In-flight meal not included,10844
Air Asia,2019-05-15,Kolkata,Banglore,07:35:00,23:30,955,1.0,No Info,5192
Vistara,2019-05-06,Banglore,Delhi,09:45:00,12:35,170,0.0,No Info,4668
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,16:20,475,1.0,In-flight meal not included,10844
Indigo,2019-06-15,Banglore,Delhi,08:30:00,11:20,170,0.0,No Info,4823
Indigo,2019-03-09,Banglore,New Delhi,13:10:00,16:10,180,0.0,No Info,8033
Air India,2019-06-06,Kolkata,Banglore,08:20:00,07:55,1415,2.0,No Info,10697
Indigo,2019-06-06,Mumbai,Hyderabad,06:25:00,07:55,90,0.0,No Info,4049
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,19:15,555,1.0,No Info,14323
Multiple Carriers,2019-03-06,Delhi,Cochin,08:55:00,21:00,725,1.0,No Info,15147
Goair,2019-06-12,Banglore,Delhi,20:55:00,23:40,165,0.0,No Info,3419
Multiple Carriers,2019-06-01,Delhi,Cochin,10:00:00,21:00,660,1.0,No Info,13587
Jet Airways,2019-04-03,Mumbai,Hyderabad,19:35:00,21:05,90,0.0,In-flight meal not included,2071
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,04:40,875,1.0,No Info,12739
Air India,2019-05-18,Delhi,Cochin,05:00:00,07:40,1600,2.0,No Info,11228
Indigo,2019-04-06,Banglore,Delhi,18:25:00,21:20,175,0.0,No Info,4823
Air Asia,2019-05-15,Delhi,Cochin,07:55:00,13:25,330,1.0,No Info,6451
Jet Airways,2019-06-15,Delhi,Cochin,22:50:00,12:35,825,1.0,In-flight meal not included,10262
Jet Airways,2019-05-18,Mumbai,Hyderabad,07:05:00,08:30,85,0.0,No Info,5678
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,16:20,475,1.0,No Info,14781
Jet Airways,2019-06-06,Kolkata,Banglore,16:30:00,23:35,425,1.0,In-flight meal not included,10844
Jet Airways,2019-06-15,Banglore,Delhi,06:00:00,08:45,165,0.0,In-flight meal not included,7229
Jet Airways,2019-06-06,Delhi,Cochin,21:25:00,12:35,910,2.0,In-flight meal not included,11270
Air Asia,2019-05-21,Kolkata,Banglore,06:50:00,10:30,220,1.0,No Info,5162
Spicejet,2019-06-15,Mumbai,Hyderabad,22:45:00,00:15,90,0.0,No check-in baggage included,1965
Indigo,2019-06-06,Delhi,Cochin,15:00:00,01:30,630,1.0,No Info,5883
Multiple Carriers,2019-06-09,Delhi,Cochin,07:10:00,22:30,920,1.0,No Info,6513
Indigo,2019-05-09,Banglore,Delhi,23:30:00,02:20,170,0.0,No Info,3943
Spicejet,2019-03-01,Mumbai,Hyderabad,05:45:00,07:05,80,0.0,No Info,12475
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,07:40,1200,1.0,No Info,12284
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,10:45,865,1.0,No Info,8452
Spicejet,2019-04-24,Banglore,Delhi,21:10:00,00:05,175,0.0,No Info,3625
Goair,2019-04-03,Banglore,Delhi,07:45:00,10:40,175,0.0,No Info,4239
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,21:00,560,1.0,No Info,7005
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,09:05,965,1.0,No Info,8452
Air India,2019-05-18,Delhi,Cochin,06:50:00,07:40,1490,2.0,No Info,13591
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,21:05,1685,1.0,No Info,12121
Jet Airways,2019-05-09,Delhi,Cochin,09:00:00,19:00,600,1.0,No Info,15554
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,04:40,585,1.0,In-flight meal not included,9663
Air India,2019-03-21,Delhi,Cochin,08:00:00,19:15,675,1.0,No Info,7199
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35,1210,2.0,No Info,11774
Indigo,2019-06-06,Delhi,Cochin,07:35:00,16:10,515,1.0,No Info,6674
Jet Airways,2019-04-21,Banglore,Delhi,19:50:00,22:50,180,0.0,In-flight meal not included,4544
Jet Airways,2019-03-09,Banglore,New Delhi,08:00:00,10:25,1585,1.0,In-flight meal not included,11087
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,09:10,1395,1.0,No Info,10842
Air India,2019-06-06,Kolkata,Banglore,16:50:00,11:10,1100,1.0,No Info,8366
Jet Airways,2019-04-18,Banglore,Delhi,06:00:00,08:45,165,0.0,No Info,7229
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,19:00,540,1.0,In-flight meal not included,10262
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,09:20,800,1.0,No Info,14388
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,18:50,1790,2.0,No Info,13082
Indigo,2019-03-21,Banglore,New Delhi,00:40:00,03:25,165,0.0,No Info,4944
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,23:35,425,1.0,No Info,13941
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,04:25,1125,2.0,No Info,15129
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,21:00,810,1.0,No Info,7740
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,23:35,1655,1.0,In-flight meal not included,10844
Spicejet,2019-05-03,Banglore,Delhi,09:30:00,12:20,170,0.0,No Info,4423
Jet Airways,2019-06-12,Delhi,Cochin,10:00:00,04:25,1105,1.0,In-flight meal not included,10262
Jet Airways,2019-03-18,Mumbai,Hyderabad,07:10:00,08:35,85,0.0,In-flight meal not included,4995
Air India,2019-03-15,Banglore,New Delhi,13:50:00,22:10,500,1.0,No Info,9166
Spicejet,2019-06-09,Banglore,Delhi,05:55:00,08:35,160,0.0,No Info,3625
Indigo,2019-03-06,Chennai,Kolkata,22:05:00,00:25,140,0.0,No Info,5277
Multiple Carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30,840,1.0,No Info,13377
Air India,2019-03-21,Chennai,Kolkata,11:40:00,13:55,135,0.0,No Info,3670
Indigo,2019-06-24,Delhi,Cochin,17:10:00,01:30,500,1.0,No Info,5684
Spicejet,2019-05-15,Delhi,Cochin,06:05:00,11:20,315,1.0,No Info,5583
Air India,2019-06-12,Delhi,Cochin,22:00:00,19:15,1275,2.0,No Info,10231
Jet Airways,2019-06-27,Delhi,Cochin,13:00:00,19:00,360,1.0,In-flight meal not included,10262
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,18:15,590,1.0,No Info,14781
Jet Airways,2019-06-27,Delhi,Cochin,09:35:00,12:35,1620,2.0,No Info,13292
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,19:10,805,1.0,In-flight meal not included,7832
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,19:00,1485,1.0,No Info,14714
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,04:25,335,1.0,In-flight meal not included,12898
Air India,2019-05-21,Kolkata,Banglore,08:20:00,11:10,1610,2.0,No Info,11222
Multiple Carriers,2019-05-21,Delhi,Cochin,13:00:00,19:15,375,1.0,No Info,14848
Jet Airways,2019-06-21,Banglore,Delhi,15:15:00,18:10,175,0.0,No Info,8016
Spicejet,2019-06-21,Kolkata,Banglore,17:10:00,19:40,150,0.0,No check-in baggage included,3841
Indigo,2019-03-18,Delhi,Cochin,14:30:00,17:35,185,0.0,No Info,5406
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,19:00,1210,1.0,No Info,14714
Multiple Carriers,2019-03-21,Delhi,Cochin,07:10:00,21:20,850,2.0,In-flight meal not included,5935
Air India,2019-03-24,Kolkata,Banglore,09:10:00,13:40,270,1.0,No Info,8026
Air India,2019-03-09,Delhi,Cochin,17:20:00,09:25,965,1.0,No Info,12415
Indigo,2019-05-09,Banglore,Delhi,08:30:00,11:20,170,0.0,No Info,4823
Air Asia,2019-03-15,Banglore,New Delhi,05:50:00,08:40,170,0.0,No Info,5615
Jet Airways,2019-03-15,Banglore,New Delhi,07:00:00,13:15,375,1.0,In-flight meal not included,9134
Indigo,2019-05-21,Kolkata,Banglore,14:25:00,16:55,150,0.0,No Info,5224
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,04:25,1225,1.0,In-flight meal not included,6540
Indigo,2019-06-12,Banglore,Delhi,00:30:00,03:25,175,0.0,No Info,3419
Air India,2019-03-01,Banglore,New Delhi,05:50:00,22:45,1015,1.0,No Info,14069
Air India,2019-05-15,Delhi,Cochin,13:30:00,08:15,1125,1.0,No Info,10671
Air India,2019-06-21,Banglore,Delhi,21:05:00,23:55,170,0.0,No Info,5228
Spicejet,2019-05-27,Delhi,Cochin,17:55:00,22:50,295,1.0,No Info,5673
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,20:25,1445,1.0,No Info,11105
Air India,2019-03-15,Kolkata,Banglore,20:45:00,23:20,155,0.0,No Info,4435
Air India,2019-03-06,Delhi,Cochin,06:50:00,07:40,1490,2.0,No Info,20416
Indigo,2019-04-01,Kolkata,Banglore,09:35:00,12:20,165,0.0,No Info,4174
Indigo,2019-04-12,Kolkata,Banglore,09:35:00,12:20,165,0.0,No Info,4174
Indigo,2019-03-27,Delhi,Cochin,08:25:00,15:30,425,1.0,No Info,8075
Jet Airways,2019-06-06,Delhi,Cochin,11:00:00,14:15,195,0.0,In-flight meal not included,7202
Spicejet,2019-05-15,Kolkata,Banglore,09:00:00,11:25,145,0.0,No check-in baggage included,3841
Indigo,2019-05-09,Kolkata,Banglore,07:10:00,12:40,330,1.0,No Info,4864
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,09:30,875,1.0,In-flight meal not included,11087
Jet Airways,2019-06-15,Delhi,Cochin,20:00:00,12:35,995,2.0,No Info,14300
Jet Airways,2019-06-12,Mumbai,Hyderabad,19:35:00,21:05,90,0.0,No Info,5678
Jet Airways,2019-05-18,Delhi,Cochin,17:30:00,12:35,1145,1.0,In-flight meal not included,12373
Air Asia,2019-04-18,Banglore,Delhi,04:55:00,07:45,170,0.0,No Info,4282
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,12:35,395,1.0,No Info,12524
Multiple Carriers,2019-06-12,Delhi,Cochin,03:50:00,12:35,525,1.0,No Info,12192
Air India,2019-06-12,Kolkata,Banglore,09:10:00,04:40,1170,2.0,No Info,6117
Air India,2019-03-03,Banglore,New Delhi,06:45:00,11:10,1705,2.0,No Info,12599
Multiple Carriers,2019-03-21,Delhi,Cochin,13:00:00,21:00,480,1.0,No Info,13062
Air India,2019-05-21,Kolkata,Banglore,17:30:00,08:55,925,1.0,No Info,11936
Indigo,2019-05-03,Banglore,Delhi,22:10:00,01:00,170,0.0,No Info,4284
Indigo,2019-05-01,Kolkata,Banglore,08:10:00,13:00,290,1.0,No Info,5069
Vistara,2019-04-24,Delhi,Cochin,06:00:00,09:10,190,0.0,No Info,6216
Indigo,2019-05-12,Banglore,Delhi,23:30:00,02:20,170,0.0,No Info,4591
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,10:45,865,1.0,No Info,9187
Goair,2019-03-03,Banglore,New Delhi,15:45:00,20:15,270,1.0,No Info,8352
Air India,2019-05-09,Delhi,Cochin,06:10:00,23:00,1010,1.0,No Info,7174
Indigo,2019-04-06,Kolkata,Banglore,19:20:00,23:45,265,1.0,No Info,3480
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,04:25,1375,2.0,No Info,12647
Air Asia,2019-05-09,Delhi,Cochin,16:45:00,07:10,865,1.0,No Info,7353
Indigo,2019-06-03,Kolkata,Banglore,15:30:00,18:05,155,0.0,No Info,4804
Air India,2019-06-21,Delhi,Cochin,05:10:00,08:00,170,0.0,No Info,5201
Air India,2019-05-18,Banglore,Delhi,13:20:00,16:10,170,0.0,No Info,6121
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,23:25,385,1.0,No Info,9345
Air India,2019-06-15,Kolkata,Banglore,14:15:00,16:45,150,0.0,No Info,5510
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,23:00,1450,1.0,No Info,17471
Multiple Carriers,2019-06-03,Delhi,Cochin,11:30:00,19:15,465,1.0,No Info,14848
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,20:20,1640,1.0,No Info,8610
Jet Airways,2019-05-21,Kolkata,Banglore,16:30:00,22:35,365,1.0,No Info,14781
Air India,2019-03-03,Banglore,New Delhi,06:10:00,08:55,165,0.0,No Info,7591
Indigo,2019-06-24,Delhi,Cochin,02:00:00,07:45,345,1.0,No Info,6016
Indigo,2019-04-27,Banglore,Delhi,06:05:00,08:50,165,0.0,No Info,4423
Air India,2019-03-06,Delhi,Cochin,12:00:00,07:40,1180,2.0,No Info,14746
Indigo,2019-03-09,Banglore,New Delhi,01:30:00,04:15,165,0.0,No Info,4545
Spicejet,2019-06-21,Chennai,Kolkata,09:45:00,12:00,135,0.0,No check-in baggage included,3543
Spicejet,2019-05-18,Kolkata,Banglore,17:10:00,19:40,150,0.0,No Info,4174
Jet Airways,2019-03-21,Delhi,Cochin,09:40:00,04:25,2565,2.0,No Info,12819
Jet Airways,2019-06-27,Banglore,Delhi,07:10:00,10:10,180,0.0,No Info,8016
Indigo,2019-05-15,Banglore,Delhi,08:30:00,11:20,170,0.0,No Info,4823
Vistara,2019-06-01,Banglore,Delhi,17:00:00,19:35,155,0.0,No Info,4878
Multiple Carriers,2019-06-27,Delhi,Cochin,18:00:00,01:30,450,1.0,No Info,7198
Air India,2019-06-12,Kolkata,Banglore,17:30:00,13:45,1215,2.0,No Info,12224
Vistara,2019-03-09,Banglore,New Delhi,16:10:00,18:50,160,0.0,No Info,7923
Spicejet,2019-03-27,Delhi,Cochin,08:45:00,13:15,270,1.0,No check-in baggage included,4414
Air India,2019-03-27,Delhi,Cochin,09:45:00,08:15,1350,1.0,No Info,7416
Air India,2019-06-06,Kolkata,Banglore,10:00:00,05:25,1165,2.0,No Info,13007
Multiple Carriers,2019-05-15,Delhi,Cochin,10:20:00,19:00,520,1.0,No Info,9794
Goair,2019-03-03,Banglore,New Delhi,20:55:00,23:50,175,0.0,No Info,7222
Multiple Carriers,2019-06-27,Delhi,Cochin,07:10:00,22:30,920,1.0,In-flight meal not included,6093
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,12:00,1325,1.0,No Info,14231
Indigo,2019-03-09,Delhi,Cochin,04:55:00,12:00,425,1.0,No Info,6171
Vistara,2019-03-09,Banglore,New Delhi,09:50:00,12:35,165,0.0,No Info,7240
Spicejet,2019-04-15,Kolkata,Banglore,09:00:00,11:25,145,0.0,No Info,4174
Jet Airways,2019-06-18,Banglore,Delhi,06:00:00,08:45,165,0.0,No Info,8016
Indigo,2019-04-18,Banglore,Delhi,20:00:00,22:50,170,0.0,No Info,4823
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,21:00,660,1.0,No Info,13727
Air India,2019-05-21,Delhi,Cochin,05:55:00,19:15,800,2.0,No Info,10861
Multiple Carriers,2019-05-15,Delhi,Cochin,13:00:00,01:30,750,1.0,No Info,13727
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,12:00,330,1.0,In-flight meal not included,10844
Spicejet,2019-03-21,Chennai,Kolkata,08:20:00,10:35,135,0.0,No check-in baggage included,3332
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,12:00,1025,1.0,No Info,14571
Indigo,2019-06-12,Kolkata,Banglore,20:20:00,22:55,155,0.0,No Info,4804
Air India,2019-03-01,Banglore,New Delhi,22:00:00,13:20,920,1.0,No Info,21130
Indigo,2019-04-03,Banglore,Delhi,21:15:00,00:15,180,0.0,No Info,3943
Indigo,2019-05-01,Kolkata,Banglore,06:20:00,10:20,240,1.0,No Info,4226
Jet Airways,2019-06-06,Delhi,Cochin,11:30:00,04:25,1015,1.0,In-flight meal not included,10262
Indigo,2019-05-24,Banglore,Delhi,18:25:00,21:20,175,0.0,No Info,4823
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,19:00,560,2.0,In-flight meal not included,10368
Jet Airways,2019-06-01,Mumbai,Hyderabad,07:05:00,08:30,85,0.0,No Info,5678
Air India,2019-03-24,Banglore,New Delhi,10:00:00,12:45,165,0.0,No Info,4441
Jet Airways,2019-06-06,Delhi,Cochin,19:15:00,19:00,1425,1.0,No Info,14714
Air India,2019-06-12,Delhi,Cochin,17:20:00,09:25,965,1.0,No Info,7480
Indigo,2019-05-18,Delhi,Cochin,06:50:00,22:30,940,1.0,No Info,7144
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,01:35,915,1.0,No Info,15147
Indigo,2019-06-03,Delhi,Cochin,06:40:00,21:00,860,1.0,No Info,6093
Indigo,2019-06-21,Banglore,Delhi,16:55:00,19:55,180,0.0,No Info,4990
Jet Airways,2019-04-21,Banglore,Delhi,07:10:00,10:10,180,0.0,In-flight meal not included,6144
Air Asia,2019-06-18,Banglore,Delhi,23:55:00,02:45,170,0.0,No Info,3383
Air India,2019-03-03,Delhi,Cochin,08:00:00,19:15,675,1.0,No Info,15197
Jet Airways,2019-04-06,Delhi,Cochin,11:30:00,12:35,1505,1.0,In-flight meal not included,5177
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,04:40,520,1.0,No Info,13941
Indigo,2019-03-15,Kolkata,Banglore,21:25:00,00:05,160,0.0,No Info,4148
Indigo,2019-05-06,Delhi,Cochin,11:25:00,01:30,845,1.0,No Info,6979
Indigo,2019-06-15,Chennai,Kolkata,15:40:00,18:25,165,0.0,No Info,3540
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,04:25,1760,2.0,In-flight meal not included,11150
Multiple Carriers,2019-06-27,Delhi,Cochin,08:00:00,21:00,780,1.0,No Info,13587
Air India,2019-05-15,Delhi,Cochin,07:00:00,19:15,735,1.0,No Info,8669
Multiple Carriers,2019-05-21,Delhi,Cochin,12:50:00,19:15,385,1.0,No Info,8266
Multiple Carriers,2019-05-06,Delhi,Cochin,09:00:00,19:00,600,1.0,No Info,10407
Multiple Carriers,2019-05-18,Delhi,Cochin,08:45:00,21:00,735,1.0,No Info,7670
Air India,2019-05-18,Delhi,Cochin,17:15:00,19:15,1560,2.0,No Info,12409
Jet Airways,2019-04-24,Banglore,Delhi,07:10:00,10:10,180,0.0,No Info,7229
Air India,2019-06-01,Delhi,Cochin,05:15:00,07:40,1585,3.0,No Info,12383
Jet Airways,2019-06-03,Mumbai,Hyderabad,02:55:00,04:20,85,0.0,In-flight meal not included,4050
Indigo,2019-03-21,Delhi,Cochin,11:30:00,01:35,845,1.0,No Info,7318
Indigo,2019-06-03,Mumbai,Hyderabad,21:20:00,22:50,90,0.0,No Info,2227
Indigo,2019-06-01,Mumbai,Hyderabad,20:05:00,21:40,95,0.0,No Info,2227
Indigo,2019-03-21,Delhi,Cochin,07:45:00,13:40,355,1.0,No Info,6101
Jet Airways,2019-05-12,Delhi,Cochin,11:00:00,14:15,195,0.0,In-flight meal not included,7202
Goair,2019-04-21,Delhi,Cochin,05:55:00,13:35,460,1.0,No Info,6146
Jet Airways,2019-03-15,Banglore,New Delhi,07:00:00,15:15,495,1.0,In-flight meal not included,9134
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,23:25,1625,1.0,No Info,8085
Air India,2019-03-15,Banglore,New Delhi,05:50:00,16:20,630,2.0,No Info,7664
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,04:25,535,2.0,In-flight meal not included,13029
Jet Airways,2019-03-09,Delhi,Cochin,02:15:00,19:45,1050,1.0,In-flight meal not included,13843
Jet Airways,2019-06-01,Delhi,Cochin,13:00:00,12:35,1415,1.0,In-flight meal not included,10262
Indigo,2019-06-12,Kolkata,Banglore,19:20:00,23:45,265,1.0,No Info,3574
Spicejet,2019-03-27,Chennai,Kolkata,08:20:00,10:35,135,0.0,No check-in baggage included,3332
Indigo,2019-03-09,Banglore,New Delhi,16:55:00,19:45,170,0.0,No Info,7648
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,12:00,890,1.0,No Info,14388
Air India,2019-03-18,Banglore,New Delhi,00:30:00,08:45,495,1.0,No Info,13859
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,18:25,625,1.0,In-flight meal not included,9134
Indigo,2019-04-09,Delhi,Cochin,16:00:00,01:30,570,1.0,No Info,6573
Goair,2019-06-24,Banglore,Delhi,11:40:00,14:30,170,0.0,No Info,3898
Jet Airways,2019-06-27,Banglore,Delhi,11:10:00,14:05,175,0.0,In-flight meal not included,5769
Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,12:35,1040,1.0,In-flight meal not included,12373
Goair,2019-04-03,Banglore,Delhi,20:55:00,23:40,165,0.0,No Info,4239
Jet Airways,2019-05-09,Delhi,Cochin,18:15:00,19:00,1485,1.0,No Info,15554
Air India,2019-03-09,Delhi,Cochin,05:55:00,07:40,1545,2.0,No Info,14483
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,09:20,800,1.0,In-flight meal not included,11841
Goair,2019-05-09,Kolkata,Banglore,16:40:00,00:15,455,1.0,No Info,8777
Indigo,2019-06-01,Kolkata,Banglore,20:20:00,22:55,155,0.0,No Info,4804
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,23:35,425,1.0,No Info,14571
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20,85,0.0,In-flight meal not included,2228
Air India,2019-03-01,Banglore,New Delhi,05:50:00,11:20,1770,4.0,Change airports,17686
Air India,2019-06-18,Banglore,Delhi,17:00:00,19:50,170,0.0,No Info,6961
Indigo,2019-05-01,Chennai,Kolkata,14:45:00,17:05,140,0.0,No Info,3597
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,10:05,910,1.0,No Info,14388
Indigo,2019-03-03,Banglore,New Delhi,10:05:00,13:00,175,0.0,No Info,7648
Air India,2019-06-06,Mumbai,Hyderabad,06:20:00,07:40,80,0.0,No Info,3100
Spicejet,2019-05-18,Mumbai,Hyderabad,05:45:00,07:15,90,0.0,No check-in baggage included,1965
Multiple Carriers,2019-05-01,Delhi,Cochin,09:00:00,19:15,615,1.0,No Info,15373
Indigo,2019-03-21,Kolkata,Banglore,14:20:00,16:55,155,0.0,No Info,5198
Air India,2019-05-06,Delhi,Cochin,12:20:00,19:15,1855,2.0,No Info,13538
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00,810,2.0,No Info,10909
Jet Airways,2019-03-24,Mumbai,Hyderabad,02:55:00,04:25,90,0.0,In-flight meal not included,2071
Spicejet,2019-05-06,Chennai,Kolkata,17:45:00,20:05,140,0.0,No check-in baggage included,3543
Indigo,2019-03-03,Banglore,New Delhi,04:00:00,06:50,170,0.0,No Info,6144
Indigo,2019-06-03,Chennai,Kolkata,14:45:00,17:05,140,0.0,No Info,3597
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,12:00,1315,1.0,In-flight meal not included,9663
Air India,2019-03-27,Mumbai,Hyderabad,06:20:00,07:40,80,0.0,No Info,2575
Air India,2019-05-21,Kolkata,Banglore,16:50:00,05:35,765,2.0,No Info,12324
Air India,2019-03-27,Delhi,Cochin,20:30:00,08:15,705,1.0,No Info,5998
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,12:35,425,2.0,No Info,16274
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,07:40,1365,1.0,No Info,14815
Air Asia,2019-05-12,Banglore,Delhi,04:55:00,07:45,170,0.0,No Info,4282
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,21:00,720,1.0,No Info,7618
Air India,2019-03-27,Delhi,Cochin,09:45:00,09:25,1420,2.0,No Info,7090
Air India,2019-03-03,Delhi,Cochin,16:40:00,19:15,1595,2.0,No Info,14011
Jet Airways,2019-06-15,Delhi,Cochin,11:45:00,04:25,1000,2.0,No Info,13882
Vistara,2019-06-27,Banglore,Delhi,11:30:00,14:20,170,0.0,No Info,4668
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,19:50,800,1.0,No Info,13626
Spicejet,2019-05-24,Chennai,Kolkata,09:45:00,12:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-04-01,Delhi,Cochin,09:00:00,12:35,1655,1.0,In-flight meal not included,5406
Air India,2019-03-18,Banglore,New Delhi,17:25:00,23:25,1800,2.0,No Info,11518
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,12:35,810,2.0,No Info,15129
Indigo,2019-05-12,Banglore,Delhi,00:30:00,03:25,175,0.0,No Info,3943
Air India,2019-04-24,Delhi,Cochin,18:05:00,21:10,185,0.0,No Info,5201
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,19:00,1295,2.0,No Info,13292
Spicejet,2019-03-01,Kolkata,Banglore,09:00:00,11:30,150,0.0,No Info,5515
Multiple Carriers,2019-06-27,Delhi,Cochin,11:25:00,19:15,470,1.0,No Info,7155
Goair,2019-05-21,Banglore,Delhi,07:45:00,10:40,175,0.0,No Info,5048
Spicejet,2019-05-24,Kolkata,Banglore,09:00:00,11:25,145,0.0,No check-in baggage included,3841
Goair,2019-06-03,Banglore,Delhi,11:40:00,14:30,170,0.0,No Info,3898
Indigo,2019-05-09,Delhi,Cochin,16:00:00,01:30,570,1.0,No Info,9274
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,23:35,1630,1.0,In-flight meal not included,8066
Multiple Carriers,2019-03-21,Delhi,Cochin,04:45:00,19:15,870,1.0,No Info,6630
Air India,2019-06-03,Delhi,Cochin,10:00:00,19:15,555,1.0,No Info,10979
Jet Airways,2019-05-12,Banglore,Delhi,18:55:00,22:00,185,0.0,No Info,7229
Indigo,2019-06-21,Banglore,Delhi,04:00:00,06:50,170,0.0,No Info,3943
Jet Airways,2019-03-24,Mumbai,Hyderabad,02:55:00,04:25,90,0.0,No Info,5678
Jet Airways,2019-03-18,Mumbai,Hyderabad,19:35:00,21:05,90,0.0,In-flight meal not included,2071
Air India,2019-05-12,Banglore,Delhi,13:20:00,16:10,170,0.0,No Info,6121
Indigo,2019-05-15,Banglore,Delhi,20:00:00,22:50,170,0.0,No Info,4823
Spicejet,2019-05-24,Chennai,Kolkata,08:20:00,10:35,135,0.0,No check-in baggage included,3543
Indigo,2019-03-24,Banglore,New Delhi,08:30:00,11:30,180,0.0,No Info,7303
Air India,2019-03-09,Delhi,Cochin,06:10:00,23:00,1010,1.0,No Info,9064
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,05:05,900,1.0,No Info,13555
Goair,2019-06-27,Delhi,Cochin,07:25:00,13:35,370,1.0,No Info,4525
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,08:15,735,1.0,In-flight meal not included,9663
Vistara,2019-05-27,Chennai,Kolkata,17:45:00,20:05,140,0.0,No Info,11982
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,16:20,1220,1.0,In-flight meal not included,10844
Indigo,2019-05-27,Banglore,Delhi,16:55:00,19:55,180,0.0,No Info,4823
Goair,2019-06-18,Banglore,Delhi,07:45:00,10:40,175,0.0,No Info,3419
Multiple Carriers,2019-03-09,Delhi,Cochin,17:00:00,01:35,515,1.0,No Info,14343
Goair,2019-06-01,Banglore,Delhi,07:45:00,10:40,175,0.0,No Info,5048
Jet Airways,2019-06-15,Delhi,Cochin,06:45:00,04:25,1300,2.0,No Info,13376
