airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-05-27,Delhi,Cochin,19:45:00,19:15,1410,2.0,No Info,10441
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,19:00,1425,1.0,In-flight meal not included,10262
Air India,2019-05-18,Delhi,Cochin,17:40:00,23:00,320,1.0,No Info,8277
Air India,2019-05-21,Delhi,Cochin,20:40:00,09:25,765,1.0,No Info,7480
Jet Airways,2019-06-06,Kolkata,Banglore,16:30:00,22:35,365,1.0,In-flight meal not included,10844
Air India,2019-05-18,Delhi,Cochin,16:40:00,19:15,1595,2.0,No Info,9863
Jet Airways,2019-06-01,Banglore,Delhi,07:10:00,10:10,180,0.0,In-flight meal not included,7229
Indigo,2019-06-01,Banglore,Delhi,20:00:00,22:50,170,0.0,No Info,4823
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,12:00,330,1.0,In-flight meal not included,9663
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,19:00,540,1.0,No Info,12507
Spicejet,2019-06-18,Banglore,Delhi,21:10:00,00:05,175,0.0,No Info,3971
Air India,2019-06-09,Delhi,Cochin,21:00:00,19:15,1335,1.0,No Info,8372
Air India,2019-05-24,Kolkata,Banglore,12:00:00,07:55,1195,2.0,No Info,9416
Multiple Carriers,2019-05-01,Delhi,Cochin,19:00:00,01:30,390,1.0,No Info,9424
Air India,2019-03-27,Mumbai,Hyderabad,06:20:00,07:40,80,0.0,No Info,2575
Air Asia,2019-04-27,Kolkata,Banglore,22:50:00,01:20,150,0.0,No Info,4409
Spicejet,2019-06-01,Chennai,Kolkata,08:20:00,10:35,135,0.0,No check-in baggage included,3543
Spicejet,2019-06-01,Kolkata,Banglore,09:00:00,11:25,145,0.0,No Info,4174
Goair,2019-03-03,Banglore,New Delhi,20:55:00,23:50,175,0.0,No Info,7222
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,21:05,690,1.0,In-flight meal not included,8066
Goair,2019-05-06,Banglore,Delhi,11:40:00,14:30,170,0.0,No Info,3398
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,04:25,1225,1.0,No Info,12767
Multiple Carriers,2019-06-06,Delhi,Cochin,08:45:00,19:00,615,1.0,No Info,12524
Air India,2019-06-09,Delhi,Cochin,09:45:00,23:00,795,1.0,No Info,8907
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,20:45,740,1.0,In-flight meal not included,10844
Air India,2019-05-24,Kolkata,Banglore,10:00:00,05:25,1165,2.0,No Info,15107
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,10:45,865,1.0,No Info,8452
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,19:00,1530,1.0,In-flight meal not included,12898
Indigo,2019-06-24,Delhi,Cochin,20:25:00,01:30,305,1.0,No Info,5054
Indigo,2019-03-15,Banglore,New Delhi,10:10:00,13:00,170,0.0,No Info,6144
Air India,2019-04-12,Banglore,Delhi,13:20:00,16:10,170,0.0,No Info,5911
Multiple Carriers,2019-06-03,Delhi,Cochin,08:30:00,19:00,630,1.0,No Info,11200
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,15:30,505,1.0,No Info,14486
Jet Airways,2019-05-21,Delhi,Cochin,13:00:00,19:00,360,1.0,No Info,16079
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25,1375,2.0,No Info,13014
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,12:35,425,2.0,In-flight meal not included,13344
Jet Airways,2019-03-06,Delhi,Cochin,21:50:00,04:25,395,1.0,In-flight meal not included,13843
Jet Airways,2019-05-09,Delhi,Cochin,11:00:00,14:15,195,0.0,No Info,9564
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,04:40,875,1.0,No Info,14388
Indigo,2019-05-21,Mumbai,Hyderabad,21:20:00,22:50,90,0.0,No Info,2227
Air Asia,2019-05-18,Banglore,Delhi,23:55:00,02:45,170,0.0,No Info,4483
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,09:20,1610,1.0,In-flight meal not included,9663
Multiple Carriers,2019-03-27,Delhi,Cochin,04:00:00,13:20,560,1.0,No Info,6305
Multiple Carriers,2019-03-27,Delhi,Cochin,13:00:00,01:35,755,1.0,No Info,6673
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,16:20,1285,1.0,In-flight meal not included,7757
Jet Airways,2019-06-01,Delhi,Cochin,17:30:00,04:25,655,1.0,No Info,14714
Jet Airways,2019-05-09,Delhi,Cochin,13:00:00,04:25,925,1.0,In-flight meal not included,12373
Vistara,2019-05-21,Banglore,Delhi,09:45:00,12:35,170,0.0,No Info,4668
Air India,2019-05-01,Kolkata,Banglore,09:50:00,08:55,1385,2.0,No Info,13227
Air India,2019-06-15,Delhi,Cochin,06:50:00,07:40,1490,2.0,No Info,13591
Indigo,2019-06-27,Chennai,Kolkata,22:05:00,00:25,140,0.0,No Info,5277
Jet Airways,2019-03-12,Mumbai,Hyderabad,06:30:00,16:35,605,2.0,No Info,23528
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,04:25,1375,2.0,No Info,13292
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,04:40,1330,1.0,In-flight meal not included,7594
Air India,2019-03-03,Delhi,Cochin,14:10:00,17:10,180,0.0,No Info,7931
Multiple Carriers,2019-06-03,Delhi,Cochin,06:00:00,12:35,395,1.0,No Info,13259
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,12:35,1320,2.0,In-flight meal not included,10919
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,22:10,1750,1.0,No Info,12102
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25,555,2.0,In-flight meal not included,8456
Indigo,2019-06-18,Kolkata,Banglore,22:15:00,00:50,155,0.0,No Info,4804
Multiple Carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30,840,1.0,No Info,13377
Multiple Carriers,2019-06-24,Delhi,Cochin,15:15:00,01:30,615,1.0,In-flight meal not included,5797
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,23:25,385,1.0,No Info,9345
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,23:25,900,1.0,No Info,13759
Air India,2019-04-09,Delhi,Cochin,20:40:00,09:25,765,1.0,No Info,4487
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,22:55,945,1.0,No Info,12732
Jet Airways,2019-05-03,Banglore,Delhi,06:00:00,08:45,165,0.0,No Info,7229
Jet Airways,2019-04-21,Banglore,Delhi,06:00:00,08:45,165,0.0,No Info,7229
Vistara,2019-06-24,Banglore,Delhi,21:00:00,23:50,170,0.0,No Info,4668
Spicejet,2019-05-24,Chennai,Kolkata,08:20:00,10:35,135,0.0,No Info,3597
Jet Airways,2019-03-21,Banglore,New Delhi,22:50:00,10:25,695,1.0,In-flight meal not included,7832
Indigo,2019-05-01,Kolkata,Banglore,07:10:00,12:40,330,1.0,No Info,6111
Jet Airways,2019-05-09,Mumbai,Hyderabad,02:55:00,04:20,85,0.0,No Info,5678
Jet Airways,2019-06-06,Delhi,Cochin,07:05:00,19:00,715,1.0,In-flight meal not included,10262
Indigo,2019-05-12,Banglore,Delhi,00:30:00,03:25,175,0.0,No Info,3943
Multiple Carriers,2019-06-27,Delhi,Cochin,10:20:00,19:15,535,1.0,No Info,7741
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,19:00,780,1.0,No Info,9794
Air India,2019-05-15,Kolkata,Banglore,09:25:00,13:45,1700,2.0,No Info,14482
Multiple Carriers,2019-05-09,Delhi,Cochin,11:30:00,01:30,840,1.0,No Info,15078
Jet Airways,2019-04-24,Banglore,Delhi,18:55:00,22:00,185,0.0,In-flight meal not included,4544
Air India,2019-05-01,Kolkata,Banglore,09:50:00,23:15,805,2.0,No Info,13227
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:15,705,1.0,No Info,9001
Jet Airways,2019-04-09,Banglore,Delhi,07:10:00,10:10,180,0.0,In-flight meal not included,4544
Air India,2019-06-06,Kolkata,Banglore,16:50:00,11:10,1100,1.0,No Info,8366
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,09:20,1610,1.0,In-flight meal not included,9663
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00,1210,1.0,In-flight meal not included,12898
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,09:45,800,1.0,In-flight meal not included,12384
Multiple Carriers,2019-03-21,Delhi,Cochin,04:45:00,19:15,870,1.0,No Info,6630
Air India,2019-05-18,Delhi,Cochin,09:00:00,07:40,1360,1.0,No Info,8372
Indigo,2019-04-15,Delhi,Cochin,06:50:00,16:10,560,1.0,No Info,6442
Air India,2019-04-18,Banglore,Delhi,17:00:00,19:45,165,0.0,No Info,6121
Spicejet,2019-03-27,Mumbai,Hyderabad,13:10:00,14:30,80,0.0,No Info,2017
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,16:10,625,1.0,In-flight meal not included,9134
Jet Airways,2019-06-06,Delhi,Cochin,16:00:00,04:25,745,1.0,In-flight meal not included,10262
Jet Airways,2019-06-18,Banglore,Delhi,07:10:00,10:10,180,0.0,No Info,8016
Jet Airways,2019-03-24,Mumbai,Hyderabad,10:20:00,11:50,90,0.0,No Info,5678
Multiple Carriers,2019-03-27,Delhi,Cochin,18:00:00,01:35,455,1.0,No Info,6673
Multiple Carriers,2019-06-15,Delhi,Cochin,10:35:00,19:00,505,1.0,No Info,10877
Multiple Carriers,2019-06-24,Delhi,Cochin,07:05:00,16:10,545,1.0,No Info,9856
Air India,2019-05-18,Kolkata,Banglore,08:20:00,07:55,1415,2.0,No Info,10697
Jet Airways,2019-06-24,Banglore,Delhi,18:55:00,22:00,185,0.0,In-flight meal not included,6478
Spicejet,2019-04-09,Banglore,Delhi,05:55:00,08:35,160,0.0,No Info,3971
Indigo,2019-05-21,Kolkata,Banglore,15:15:00,20:05,290,1.0,No Info,5170
Indigo,2019-05-27,Banglore,Delhi,06:05:00,08:50,165,0.0,No Info,4423
Vistara,2019-06-12,Delhi,Cochin,14:40:00,17:50,190,0.0,No Info,6216
Indigo,2019-04-09,Banglore,Delhi,18:25:00,21:20,175,0.0,No Info,4823
Indigo,2019-06-24,Delhi,Cochin,16:10:00,22:30,380,1.0,No Info,6412
Air Asia,2019-03-24,Banglore,New Delhi,05:50:00,08:40,170,0.0,No Info,4284
Jet Airways,2019-06-09,Kolkata,Banglore,14:05:00,19:50,345,1.0,No Info,14571
Spicejet,2019-04-21,Banglore,Delhi,05:55:00,08:35,160,0.0,No Info,4423
Air India,2019-05-18,Delhi,Cochin,17:15:00,07:40,865,2.0,No Info,12199
Air India,2019-03-27,Delhi,Cochin,13:05:00,07:40,1115,2.0,No Info,8892
Multiple Carriers,2019-05-09,Delhi,Cochin,17:00:00,01:30,510,1.0,No Info,9424
Indigo,2019-06-27,Delhi,Cochin,05:05:00,12:10,425,1.0,No Info,6442
Air India,2019-03-06,Delhi,Cochin,13:30:00,08:15,1125,1.0,No Info,11563
Indigo,2019-04-01,Kolkata,Banglore,19:35:00,23:15,220,1.0,No Info,4226
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,09:20,865,1.0,No Info,14388
Indigo,2019-05-09,Delhi,Cochin,21:50:00,03:35,345,1.0,No Info,6058
Indigo,2019-04-15,Delhi,Cochin,05:05:00,16:10,665,1.0,No Info,6171
Air India,2019-06-03,Delhi,Cochin,09:45:00,09:25,1420,2.0,No Info,10975
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,10:05,910,1.0,In-flight meal not included,9663
Indigo,2019-05-21,Banglore,Delhi,18:25:00,21:20,175,0.0,No Info,4823
Multiple Carriers,2019-06-27,Delhi,Cochin,07:30:00,19:00,690,1.0,No Info,10877
Air India,2019-03-03,Mumbai,Hyderabad,21:05:00,22:25,80,0.0,No Info,4937
Multiple Carriers,2019-03-27,Delhi,Cochin,12:50:00,19:15,385,1.0,No Info,6953
Air India,2019-03-06,Mumbai,Hyderabad,11:35:00,19:25,1910,2.0,No Info,17926
Jet Airways,2019-04-12,Banglore,Delhi,06:00:00,08:45,165,0.0,In-flight meal not included,5198
Vistara,2019-06-18,Chennai,Kolkata,17:45:00,20:05,140,0.0,No Info,11982
Air India,2019-06-06,Kolkata,Banglore,05:50:00,20:25,875,2.0,No Info,10991
Indigo,2019-05-24,Banglore,Delhi,18:55:00,21:50,175,0.0,No Info,4823
Air India,2019-03-18,Banglore,New Delhi,13:20:00,16:10,170,0.0,No Info,4441
Spicejet,2019-04-15,Delhi,Cochin,08:45:00,13:15,270,1.0,No Info,5830
Jet Airways,2019-06-24,Delhi,Cochin,19:10:00,19:00,1430,2.0,No Info,12819
Jet Airways,2019-06-27,Delhi,Cochin,22:50:00,19:00,1210,1.0,In-flight meal not included,10262
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,10:45,300,1.0,In-flight meal not included,9134
Multiple Carriers,2019-05-09,Delhi,Cochin,09:00:00,19:15,615,1.0,No Info,14323
Air India,2019-06-01,Delhi,Cochin,17:40:00,23:00,320,1.0,No Info,7384
Multiple Carriers,2019-05-09,Delhi,Cochin,11:30:00,19:15,465,1.0,No Info,14323
Air India,2019-03-03,Delhi,Cochin,12:30:00,09:25,1255,1.0,No Info,16142
Spicejet,2019-05-21,Delhi,Cochin,17:55:00,22:50,295,1.0,No Info,5975
Jet Airways,2019-06-01,Delhi,Cochin,07:05:00,12:35,330,1.0,In-flight meal not included,12898
Indigo,2019-05-09,Chennai,Kolkata,13:15:00,15:35,140,0.0,No Info,3597
Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,12:35,1040,1.0,In-flight meal not included,12373
Jet Airways,2019-06-06,Delhi,Cochin,02:15:00,12:35,620,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-01,Delhi,Cochin,08:45:00,19:15,630,1.0,No Info,10261
Indigo,2019-05-21,Kolkata,Banglore,17:15:00,19:50,155,0.0,No Info,4804
Jet Airways,2019-03-15,Banglore,New Delhi,11:40:00,08:15,1235,1.0,In-flight meal not included,9134
Jet Airways,2019-06-06,Delhi,Cochin,09:00:00,19:00,600,1.0,In-flight meal not included,10262
Air India,2019-06-18,Delhi,Cochin,05:10:00,08:00,170,0.0,No Info,5201
Indigo,2019-04-09,Delhi,Cochin,06:40:00,21:00,860,1.0,No Info,6093
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,19:10,1570,1.0,No Info,13067
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,10:25,1050,1.0,In-flight meal not included,11087
Air Asia,2019-05-18,Kolkata,Banglore,06:50:00,10:30,220,1.0,No Info,6857
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,23:35,840,1.0,No Info,14151
Indigo,2019-05-27,Delhi,Cochin,08:35:00,16:10,455,1.0,No Info,6442
Spicejet,2019-05-03,Kolkata,Banglore,17:10:00,19:40,150,0.0,No check-in baggage included,3841
Air India,2019-05-24,Kolkata,Banglore,09:25:00,01:20,955,2.0,No Info,12718
Spicejet,2019-03-18,Mumbai,Hyderabad,22:45:00,00:10,85,0.0,No check-in baggage included,1965
Jet Airways,2019-06-12,Delhi,Cochin,02:15:00,12:35,620,1.0,No Info,18371
Indigo,2019-04-27,Banglore,Delhi,10:10:00,13:00,170,0.0,No Info,4423
Jet Airways,2019-06-03,Delhi,Cochin,14:00:00,12:35,1355,1.0,In-flight meal not included,10262
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,01:30,840,1.0,In-flight meal not included,6733
Vistara,2019-03-01,Chennai,Kolkata,07:05:00,09:20,135,0.0,No Info,9125
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45,890,1.0,In-flight meal not included,10661
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,04:25,365,1.0,No Info,15764
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,07:40,1200,1.0,No Info,12284
Jet Airways,2019-03-15,Banglore,New Delhi,07:00:00,13:15,375,1.0,In-flight meal not included,9134
Indigo,2019-05-18,Delhi,Cochin,15:10:00,20:00,290,1.0,No Info,6496
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,19:45,2300,2.0,No Info,16914
Jet Airways,2019-06-01,Delhi,Cochin,06:45:00,04:25,1300,2.0,In-flight meal not included,10919
Spicejet,2019-04-24,Kolkata,Banglore,17:10:00,19:40,150,0.0,No Info,4174
Air India,2019-04-03,Delhi,Cochin,06:05:00,09:25,1640,1.0,No Info,5117
Indigo,2019-04-27,Kolkata,Banglore,22:15:00,00:50,155,0.0,No Info,4804
Indigo,2019-06-09,Kolkata,Banglore,17:35:00,22:15,280,1.0,No Info,5699
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,22:35,1595,1.0,In-flight meal not included,7064
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,19:00,1485,1.0,No Info,16079
Jet Airways,2019-03-03,Banglore,New Delhi,08:00:00,07:40,1420,1.0,In-flight meal not included,13502
Air India,2019-05-15,Delhi,Cochin,10:00:00,19:15,555,1.0,No Info,8372
Air India,2019-06-03,Delhi,Cochin,17:20:00,09:25,965,1.0,No Info,7480
Multiple Carriers,2019-06-06,Delhi,Cochin,17:50:00,01:30,460,2.0,No Info,18275
Jet Airways,2019-06-27,Delhi,Cochin,09:25:00,04:25,1140,2.0,No Info,13882
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,14:25,1080,1.0,No Info,11467
Indigo,2019-06-06,Kolkata,Banglore,06:20:00,10:20,240,1.0,No Info,4226
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,11:25,1425,1.0,No Info,25735
Multiple Carriers,2019-05-18,Delhi,Cochin,07:10:00,22:30,920,1.0,No Info,7740
Spicejet,2019-03-06,Kolkata,Banglore,17:15:00,19:45,150,0.0,No Info,4622
Air Asia,2019-06-06,Kolkata,Banglore,07:35:00,23:30,955,1.0,No Info,6810
Multiple Carriers,2019-06-24,Delhi,Cochin,11:40:00,19:15,455,1.0,In-flight meal not included,7268
Spicejet,2019-05-24,Kolkata,Banglore,15:05:00,20:20,315,1.0,No Info,4649
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,18:00,1295,1.0,No Info,14151
Indigo,2019-03-24,Banglore,New Delhi,01:30:00,04:15,165,0.0,No Info,4777
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,18:25,625,1.0,No Info,16736
Air Asia,2019-06-01,Delhi,Cochin,07:55:00,13:25,330,1.0,No Info,9330
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20,180,0.0,No Info,7229
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,04:25,365,1.0,In-flight meal not included,12583
Multiple Carriers,2019-06-06,Delhi,Cochin,11:25:00,19:15,470,1.0,No Info,7354
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,23:25,975,1.0,No Info,8085
Indigo,2019-04-03,Banglore,Delhi,08:30:00,11:20,170,0.0,No Info,4823
Vistara,2019-06-01,Banglore,Delhi,17:00:00,19:35,155,0.0,No Info,4878
Air India,2019-03-12,Mumbai,Hyderabad,09:40:00,15:15,1775,3.0,No Info,18293
Indigo,2019-06-03,Chennai,Kolkata,13:15:00,15:35,140,0.0,No Info,3597
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,22:25,340,1.0,No Info,6853
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,11:25,1425,1.0,No Info,17261
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,23:35,1720,1.0,In-flight meal not included,8529
Jet Airways,2019-06-12,Delhi,Cochin,20:00:00,12:35,995,2.0,No Info,14300
Jet Airways,2019-03-18,Mumbai,Hyderabad,15:50:00,17:20,90,0.0,In-flight meal not included,2228
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20,170,0.0,No check-in baggage included,3873
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,04:25,1570,1.0,In-flight meal not included,12898
Spicejet,2019-03-15,Kolkata,Banglore,09:00:00,11:30,150,0.0,No check-in baggage included,3815
Vistara,2019-05-18,Chennai,Kolkata,17:45:00,20:05,140,0.0,No Info,11982
Indigo,2019-06-06,Banglore,Delhi,07:10:00,10:05,175,0.0,No Info,4823
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,08:15,650,1.0,No Info,12547
Indigo,2019-03-12,Chennai,Kolkata,13:20:00,15:35,135,0.0,No Info,6297
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00,1775,2.0,No Info,12819
Multiple Carriers,2019-05-18,Delhi,Cochin,08:45:00,19:15,630,1.0,No Info,8476
Air India,2019-06-09,Delhi,Cochin,20:00:00,19:15,1395,1.0,No Info,8372
Jet Airways,2019-06-03,Delhi,Cochin,05:30:00,19:00,810,2.0,No Info,13014
Air India,2019-06-06,Kolkata,Banglore,14:30:00,12:30,1320,2.0,No Info,15894
Jet Airways,2019-03-12,Banglore,New Delhi,05:50:00,12:20,390,1.0,No Info,11297
Air India,2019-05-24,Delhi,Cochin,09:45:00,09:25,1420,1.0,No Info,7480
Jet Airways,2019-06-18,Mumbai,Hyderabad,08:45:00,10:15,90,0.0,No Info,8040
Jet Airways,2019-03-18,Mumbai,Hyderabad,02:55:00,04:25,90,0.0,In-flight meal not included,2228
Air India,2019-03-01,Mumbai,Hyderabad,13:55:00,15:25,90,0.0,No Info,10082
Multiple Carriers,2019-06-01,Delhi,Cochin,09:00:00,21:00,720,1.0,No Info,7933
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,12:00,1025,1.0,No Info,14571
Jet Airways,2019-06-15,Banglore,Delhi,19:50:00,22:50,180,0.0,No Info,8016
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,09:20,1610,1.0,No Info,14388
Spicejet,2019-06-15,Kolkata,Banglore,09:00:00,11:25,145,0.0,No check-in baggage included,3841
Multiple Carriers,2019-06-12,Delhi,Cochin,08:45:00,19:15,630,1.0,No Info,8266
Air India,2019-05-09,Kolkata,Banglore,16:50:00,07:55,905,1.0,No Info,8366
Jet Airways,2019-06-03,Mumbai,Hyderabad,02:55:00,04:20,85,0.0,In-flight meal not included,4050
Jet Airways,2019-03-03,Mumbai,Hyderabad,02:55:00,04:25,90,0.0,No Info,5678
Indigo,2019-03-01,Banglore,New Delhi,10:05:00,13:00,175,0.0,No Info,10067
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,19:00,1005,1.0,No Info,14714
Jet Airways,2019-05-15,Banglore,Delhi,06:00:00,08:45,165,0.0,No Info,7229
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,19:00,1195,2.0,No Info,15129
Indigo,2019-04-24,Kolkata,Banglore,15:15:00,17:45,150,0.0,No Info,4804
Air India,2019-05-24,Banglore,Delhi,17:00:00,19:45,165,0.0,No Info,7171
Multiple Carriers,2019-03-06,Delhi,Cochin,08:00:00,15:30,450,1.0,No Info,17267
Multiple Carriers,2019-04-09,Delhi,Cochin,09:00:00,19:15,615,1.0,No Info,12853
Jet Airways,2019-06-24,Delhi,Cochin,09:00:00,04:25,1165,1.0,In-flight meal not included,10262
Jet Airways,2019-03-09,Delhi,Cochin,08:20:00,04:25,1205,2.0,No Info,18909
Jet Airways,2019-05-21,Delhi,Cochin,19:10:00,19:00,1430,2.0,No Info,15129
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,22:05,750,1.0,In-flight meal not included,12384
Indigo,2019-06-27,Banglore,Delhi,04:00:00,06:50,170,0.0,No Info,3943
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,19:15,385,1.0,No Info,9001
Air India,2019-06-09,Delhi,Cochin,17:40:00,08:15,875,1.0,No Info,7468
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,08:15,735,1.0,No Info,13941
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,22:35,365,1.0,In-flight meal not included,9899
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,12:35,910,2.0,In-flight meal not included,10199
Multiple Carriers,2019-05-15,Delhi,Cochin,09:15:00,19:15,600,1.0,No Info,8099
Multiple Carriers,2019-06-09,Delhi,Cochin,09:45:00,22:30,765,1.0,No Info,9646
Indigo,2019-06-15,Mumbai,Hyderabad,06:25:00,07:55,90,0.0,No Info,4049
Multiple Carriers,2019-03-03,Delhi,Cochin,07:00:00,21:00,840,1.0,No Info,15603
Indigo,2019-05-21,Kolkata,Banglore,17:35:00,22:15,280,1.0,No Info,5386
Air India,2019-06-27,Delhi,Cochin,14:10:00,17:10,180,0.0,No Info,5201
Indigo,2019-04-06,Kolkata,Banglore,15:15:00,17:45,150,0.0,No Info,4174
Jet Airways,2019-05-27,Banglore,Delhi,07:10:00,10:10,180,0.0,No Info,7229
Indigo,2019-06-24,Mumbai,Hyderabad,16:55:00,18:25,90,0.0,No Info,3175
Jet Airways,2019-06-01,Banglore,Delhi,18:55:00,22:00,185,0.0,No Info,8016
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,11:25,1110,1.0,No Info,17261
Goair,2019-04-24,Delhi,Cochin,07:00:00,12:55,355,1.0,No Info,6195
Air India,2019-06-09,Mumbai,Hyderabad,21:05:00,22:25,80,0.0,No Info,3100
Multiple Carriers,2019-06-15,Delhi,Cochin,14:00:00,21:00,420,1.0,No Info,13587
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,18:15,1335,1.0,No Info,13584
Spicejet,2019-04-24,Kolkata,Banglore,09:00:00,11:25,145,0.0,No Info,4174
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,18:15,1400,1.0,In-flight meal not included,10844
Air Asia,2019-03-09,Kolkata,Banglore,19:35:00,22:05,150,0.0,No Info,4384
Jet Airways,2019-03-15,Banglore,New Delhi,22:50:00,07:40,530,1.0,In-flight meal not included,9134
Jet Airways,2019-06-06,Delhi,Cochin,18:15:00,04:25,610,1.0,In-flight meal not included,10262
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,12:35,425,2.0,In-flight meal not included,13344
Air India,2019-04-03,Delhi,Cochin,20:30:00,23:00,1590,1.0,No Info,5022
Vistara,2019-06-12,Banglore,Delhi,07:00:00,09:40,160,0.0,No Info,4668
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,12:35,995,2.0,No Info,14300
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,04:25,450,1.0,No Info,14714
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,10:05,775,1.0,No Info,14388
Jet Airways,2019-05-01,Mumbai,Hyderabad,10:20:00,11:50,90,0.0,No Info,8040
Air India,2019-06-03,Delhi,Cochin,16:40:00,19:15,1595,2.0,No Info,9968
Air India,2019-05-21,Delhi,Cochin,10:00:00,19:15,555,1.0,No Info,8372
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,23:35,425,1.0,No Info,14781
Air India,2019-06-27,Delhi,Cochin,13:15:00,09:25,1210,2.0,No Info,8839
Air India,2019-06-24,Delhi,Cochin,05:15:00,07:40,1585,3.0,No Info,10493
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,10:05,845,1.0,In-flight meal not included,8586
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,18:15,590,1.0,No Info,14781
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,19:50,345,1.0,In-flight meal not included,10844
Air India,2019-05-09,Kolkata,Banglore,08:20:00,07:55,1415,2.0,No Info,10697
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,21:05,1480,1.0,No Info,12121
Air Asia,2019-05-01,Kolkata,Banglore,10:20:00,12:55,155,0.0,No Info,4409
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,19:00,440,1.0,No Info,9794
